,MS SubClass,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,has_remod,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,age_since_remodel,age_since_built,SalePrice
591,120,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,4,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,11,New,1,2007,35.0,4274,,1106.0,0.0,135.0,1241.0,1241,0,0,1241,569.0,0,116,0,0,0,0,0,0,1,199900
592,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,1.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2009,80.0,9650,360.0,686.0,0.0,664.0,1350.0,1334,0,0,1334,630.0,0,16,0,0,0,0,0,32,32,167900
593,20,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1,2007,,14585,85.0,594.0,219.0,331.0,1144.0,1429,0,0,1429,572.0,216,110,0,0,0,0,0,20,47,181900
594,20,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2010,75.0,9000,36.0,1078.0,0.0,488.0,1566.0,1566,0,0,1566,750.0,144,168,0,0,0,0,0,2,2,262500
595,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,2,4,1,Gd,8,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,11,WD ,1,2009,,13774,283.0,432.0,0.0,476.0,908.0,1316,972,0,2288,520.0,321,72,0,0,156,0,0,17,32,230000
596,120,FV,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,1,CWD,1,2008,50.0,5119,60.0,1238.0,0.0,460.0,1698.0,1709,0,0,1709,506.0,97,65,0,0,0,0,0,8,9,328900
597,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,WD ,0,2007,71.0,9254,210.0,119.0,0.0,1602.0,1721.0,1721,0,0,1721,554.0,168,27,0,0,0,0,0,2,2,232698
598,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,0,missing,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2009,95.0,10324,140.0,872.0,0.0,382.0,1254.0,1254,0,0,1254,810.0,168,92,0,0,0,0,0,1,1,221800
599,50,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,1,2,1,Gd,6,Min1,0,missing,2Types,Unf,3.0,TA,TA,N,missing,MnPrv,missing,6,WD ,1,2008,63.0,8375,0.0,336.0,0.0,240.0,576.0,864,486,0,1350,627.0,0,0,0,0,0,0,0,35,67,152400
600,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1,2009,75.0,9750,171.0,0.0,0.0,1630.0,1630.0,1630,0,0,1630,451.0,74,234,0,0,0,0,0,8,9,213000
601,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2006,74.0,7632,96.0,0.0,0.0,784.0,784.0,831,754,0,1585,449.0,100,77,0,0,0,0,0,1,1,184900
602,190,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2006,90.0,15750,56.0,841.0,0.0,324.0,1165.0,1336,0,0,1336,375.0,0,0,0,0,0,0,0,53,53,157000
603,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,2,1,TA,6,Min1,1,TA,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,3,WD ,1,2006,,9240,0.0,612.0,0.0,252.0,864.0,1211,0,0,1211,576.0,161,0,0,0,0,0,0,4,44,144000
604,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1,2007,80.0,10400,253.0,903.0,0.0,356.0,1259.0,1353,0,0,1353,478.0,240,141,0,0,0,0,0,8,28,192350
605,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,MnPrv,missing,10,CWD,0,2007,80.0,8800,202.0,654.0,0.0,520.0,1174.0,1200,0,0,1200,440.0,0,0,0,0,0,0,0,41,41,163500
606,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2008,86.0,11839,99.0,1085.0,0.0,390.0,1475.0,1532,797,0,2329,514.0,192,121,0,0,0,0,0,18,18,262280
607,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,12,WD ,1,2008,70.0,9135,113.0,810.0,0.0,726.0,1536.0,1536,0,0,1536,532.0,192,74,0,0,0,0,0,5,6,214000
608,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2006,90.0,14115,0.0,296.0,547.0,230.0,1073.0,1811,0,0,1811,470.0,0,0,280,0,0,0,0,2,50,230000
609,60,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,8,New,0,2007,109.0,14154,350.0,0.0,0.0,1063.0,1063.0,1071,1101,0,2172,947.0,192,62,0,0,0,0,0,1,1,280000
610,20,C (all),Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,FuseA,1.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1,2007,65.0,6565,0.0,967.0,0.0,106.0,1073.0,1073,0,0,1073,720.0,0,444,0,0,0,0,0,27,50,140000
611,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2010,70.0,7700,351.0,0.0,0.0,756.0,756.0,1051,788,0,1839,442.0,0,124,216,0,0,0,0,44,44,155000
612,50,C (all),Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,Unf,GasA,Fa,N,FuseP,0.0,0.0,1,0,2,1,Fa,5,Typ,0,missing,missing,missing,0.0,missing,missing,N,missing,missing,missing,10,ConLD,1,2006,63.0,4761,0.0,0.0,0.0,1020.0,1020.0,1020,0,0,1020,0.0,0,0,105,0,0,0,0,56,88,64500
613,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,2,1,3,1,Gd,8,Typ,1,Gd,2Types,RFn,4.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2010,87.0,12361,85.0,860.0,0.0,86.0,946.0,964,838,0,1802,1017.0,450,92,0,0,0,0,0,17,17,218000
614,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,VinylSd,BrkFace,TA,TA,CBlock,TA,Ex,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,6,WD ,0,2007,72.0,9720,51.0,755.0,0.0,240.0,995.0,1009,0,0,1009,576.0,0,0,0,0,0,0,0,30,30,160000
615,20,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,11,New,0,2007,72.0,8640,0.0,24.0,0.0,1314.0,1338.0,1338,0,0,1338,598.0,0,141,0,0,0,0,0,0,0,208900
616,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,missing,missing,missing,missing,missing,GasA,TA,Y,SBrkr,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2008,123.0,47007,0.0,0.0,0.0,0.0,0.0,3820,0,0,3820,624.0,0,372,0,0,0,0,0,12,49,284700
617,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,5,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2008,30.0,3180,0.0,0.0,0.0,689.0,689.0,703,689,0,1392,540.0,0,102,0,0,0,0,0,1,1,146000
618,120,RL,Pave,missing,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,12,WD ,0,2008,38.0,14963,0.0,786.0,0.0,474.0,1260.0,1288,0,0,1288,500.0,120,30,0,0,224,0,0,12,12,245500
619,45,RM,Pave,missing,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Unf,1.0,Fa,TA,Y,missing,missing,missing,4,WD ,1,2008,50.0,5000,0.0,0.0,0.0,992.0,992.0,1013,0,0,1013,160.0,0,0,101,0,0,0,0,58,82,113000
620,20,RL,Pave,missing,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,4,WD ,1,2009,129.0,16870,238.0,1531.0,0.0,251.0,1782.0,1782,0,0,1782,932.0,99,82,0,0,0,0,0,4,5,296000
621,20,RL,Pave,missing,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2007,86.0,14157,200.0,1249.0,0.0,673.0,1922.0,1922,0,0,1922,676.0,178,51,0,0,0,0,0,1,2,377426
622,20,RL,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2009,96.0,12456,230.0,1172.0,0.0,528.0,1700.0,1718,0,0,1718,786.0,216,48,0,0,0,0,0,2,3,337500
623,20,RL,Pave,missing,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Ex,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,2,WD ,1,2009,100.0,14836,730.0,2146.0,0.0,346.0,2492.0,2492,0,0,2492,949.0,226,235,0,0,0,0,0,4,5,552000
624,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,Fa,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,Po,Y,missing,missing,missing,4,WD ,1,2006,56.0,6956,0.0,0.0,0.0,624.0,624.0,624,312,0,936,265.0,0,0,0,0,0,0,0,56,58,97900
625,20,FV,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,4,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,9,New,0,2009,75.0,7862,0.0,27.0,0.0,1191.0,1218.0,1218,0,0,1218,676.0,0,102,0,0,0,0,0,0,0,208300
626,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Unf,3.0,TA,TA,Y,missing,missing,missing,9,WD ,1,2008,,11050,0.0,0.0,0.0,910.0,910.0,910,910,0,1820,816.0,318,32,0,0,0,0,0,11,12,213000
627,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2008,57.0,8924,0.0,0.0,0.0,880.0,880.0,880,844,0,1724,527.0,120,155,0,0,0,0,0,9,10,188000
628,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,12,WD ,0,2006,,9610,632.0,203.0,0.0,918.0,1121.0,1336,0,0,1336,488.0,80,0,0,0,0,0,0,48,48,162000
629,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,0.0,0.0,1,1,4,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,6,WD ,0,2007,75.0,13710,0.0,420.0,0.0,490.0,910.0,910,648,0,1558,282.0,289,0,0,0,0,0,0,57,57,152000
630,60,FV,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,GdWo,missing,5,WD ,1,2010,100.0,12552,0.0,222.0,0.0,769.0,991.0,991,956,0,1947,678.0,0,136,0,0,0,0,0,5,6,254900
631,60,RL,Pave,missing,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,Shed,11,WD ,1,2008,43.0,14565,145.0,537.0,0.0,295.0,832.0,832,825,0,1657,483.0,144,74,0,0,0,0,2000,13,14,189000
632,20,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Fa,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,8,WD ,0,2008,56.0,18559,383.0,1206.0,186.0,656.0,2048.0,2064,0,0,2064,550.0,200,0,0,0,0,0,0,30,30,235000
633,190,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasW,TA,N,SBrkr,1.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,8,ConLD,0,2008,68.0,10880,0.0,1040.0,0.0,124.0,1164.0,1164,0,0,1164,240.0,0,48,0,0,0,0,0,58,58,125000
634,120,RL,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,TA,4,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2010,24.0,2280,0.0,0.0,0.0,836.0,836.0,836,0,0,836,308.0,0,30,0,0,0,0,0,35,35,120000
635,20,A (agr),Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,Gable,CompShg,CBlock,VinylSd,None,TA,Fa,CBlock,missing,missing,missing,missing,missing,GasA,TA,Y,FuseA,0.0,0.0,1,1,3,1,TA,6,Mod,0,missing,Attchd,Unf,1.0,Fa,TA,N,missing,missing,missing,5,WD ,0,2006,125.0,31250,0.0,0.0,0.0,0.0,0.0,1600,0,0,1600,270.0,0,0,135,0,0,0,0,55,55,81500
636,90,RL,Grvl,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,5,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,5,WD ,0,2007,81.0,11841,104.0,816.0,0.0,0.0,816.0,816,0,0,816,0.0,0,32,0,0,0,0,0,17,17,118500
637,20,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,10,New,0,2009,85.0,9187,162.0,1121.0,0.0,645.0,1766.0,1766,0,0,1766,478.0,195,130,0,0,0,0,0,0,0,370878
638,90,RH,Pave,missing,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,FuseA,0.0,0.0,2,0,4,2,TA,8,Typ,0,missing,2Types,Unf,3.0,TA,TA,Y,missing,missing,missing,8,WD ,1,2007,82.0,6270,0.0,284.0,0.0,717.0,1001.0,1001,1001,0,2002,871.0,0,0,0,0,0,0,0,57,58,145000
639,50,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1,2008,,15660,312.0,341.0,0.0,457.0,798.0,1137,817,0,1954,431.0,0,119,150,0,0,0,0,2,69,311500
